"fault code","code description"
P0957,Wheel Speed Sensor 1 G Sensor Circuit Low Voltage Wheel Speed Sensor 1 G
P0958,Wheel Speed Sensor 1 G Sensor Circuit Intermittent Wheel Speed Sensor 1 G
P0959,Wheel Speed Sensor 2 G Sensor Circuit Performance Wheel Speed Sensor 2 G
P0960,Wheel Speed Sensor 2 G Sensor Circuit Low Voltage Wheel Speed Sensor 2 G
P0961,Wheel Speed Sensor 2 G Sensor Circuit High Voltage Wheel Speed Sensor 2 G
P0962,Exhaust Gas Recirculation System Valve 1 Exhaust Gas Recirculation System
P0963,Exhaust Gas Recirculation EGR Closed Position Performance Exhaust Gas Recirculation EGR
P0964,Exhaust Gas Recirculation System Valve 3 Exhaust Gas Recirculation System
P0965,EGR Air Intrusion Exhaust Supply in EGR Valve EGR Air Intrusion Exhaust Supply
P0966,Intake Manifold Pressure Sensor Circuit Intake Manifold Pressure Sensor
P0967,EGR Vacuum System Leak EGR Vacuum System Leak
P0968,Fuel Tank Pressure System Fuel Tank Pressure System
P0969,Intake Air Low Pressure Switch Circuit High Voltage Intake Air Low Pressure
P0970,Intake Air High Pressure Switch Circuit High Voltage Intake Air High Pressure
P0971,Fuel Level Sensor 2 Circuit Performance Fuel Level Sensor 2 Circuit
P0972,Fuel Level Sensor 2 Circuit Low Voltage Fuel Level Sensor 2 Circuit
P0973,Evaporative Emission EVAP System Flow During Non-Purge Evaporative Emission EVAP System
P0974,EVAP Vacuum Switch High Voltage During IGN On EVAP Vacuum Switch High Voltage
P0975,Barometric Pressure Sensor Performance Barometric Pressure Sensor
P0976,Cooling Fan Control System Cooling Fan Control System
P0977,Cooling Fan 1 Control Circuit High Cooling Fan 1 Control Circuit
P0978,Cooling Fan Speed Sensor Circuit Cooling Fan Speed Sensor Circuit
P0979,Cooling Fan Speed Output Circuit Cooling Fan Speed Output Circuit
P0980,Engine Cooling System Performance Engine Cooling System
P0981,Cooling Fan System Performance Cooling Fan System Performance
P0982,Start Signal Circuit Start Signal Circuit
P0983,Vehicle Speed Sensor Circuit Intermittent Vehicle Speed Sensor Circuit
P0984,Theft Deterrent Fuel Enable Signal Not Received Theft Deterrent Fuel
P0985,Theft Deterrent Fuel Enable Signal Not Correct Theft Deterrent Fuel
P0986,Idle Speed Low Idle Air Control IAC System Not Responding Idle Speed Low Idle Air
P0987,Throttle Control System Backup System Performance Throttle Control System
P0988,Electronic System Throttle Position Electronic System Throttle Position
P0989,Electronic Throttle Module Electronic Throttle Module
P0990,Electronic Throttle Module PCM Communication Electronic Throttle Module PCM
P0991,Throttle Actuator Control TAC Module Internal Circuit Throttle Actuator Control TAC
P0992,Minimum Throttle Position Not Learned Minimum Throttle Position Not
P0993,Heated Windshield Request Problem Heated Windshield Request Problem
P0994,A/C Low Side Temperature Sensor Failure A/C Low Side Temperature Sensor
P0995,A/C Evaporator Temp Sensor Circuit High Voltage A/C Evaporator Temp Sensor
P0996,A/C System Temp Sensor Low Voltage A/C System Temp Sensor Low
P0997,A/C Request Circuit Low Voltage A/C Request Circuit Low Voltage
P0998,Air Conditioner A/C Refrigerant Overpressure A/C Disabled Air Conditioner A/C
P0999,A/C System High Pressure High Temperature A/C System High Pressure High
P1000,A/C System Performance A/C System Performance
P1001,A/C Refrigerant Condition Too Low A/C Refrigerant Condition Too Low
P1002,A/C Clutch Status Circuit Low Voltage A/C Clutch Status Circuit
P1003,Throttle Valve Position Not Learned During Rest Throttle Valve Position Not
P1004,Cruise Control Servo Indicates Low Cruise Control Servo Indicates
P1005,Cruise Control Power Management Mode Cruise Control Power Management
P1006,Transaxle Not in Drive Cruise Control Disabled Transaxle Not in Drive Cruise
P1007,Cruise Vacuum Solenoid Cruise Vacuum Solenoid
P1008,Banking Control Active Cruise Control Disabled Banking Control Active
P1009,Cruise Servo Brain High During Non-Cruise Cruise Servo Brain High
P1010,Traction Control Torque Request Circuit Traction Control Torque Request Circuit
P1011,ASR Active Circuit Low Too Long ASR Active Circuit Low Too Long
P1012,Stoplamp Switch Circuit Stoplamp Switch Circuit
P1013,BBV Sensor Circuit High Voltage BBV Sensor Circuit High Voltage
P1014,BBV Sensor Circuit Low Vacuum BBV Sensor Circuit Low Vacuum
P1015,Cruise Circuit Low Voltage Carrier Cruise Circuit Low Voltage Carrier
P1016,Cruise Direction Circuit Low Voltage Cruise Direction Circuit Low Voltage
P1017,Cruise Control Disabled Cruise Control Disabled
P1018,Cruise Control Clutch Control Circuit High Cruise Control Clutch Control
P1019,Engine Retard or Close Retard Detected Engine Retard or Close
P1020,TCM Internal Watchdog Operation TCM Internal Watchdog Operation
P1021,Serial Communication Problem with Device 1 Serial Communication Problem with Device 1
P1022,Knock Sensor KS Module Performance Knock Sensor KS Module Performance
P1023,IPC Loss of Serial Data IPC Loss of Serial Data
P1024,Serial Communication Problem with Device 6 Serial Communication Problem with Device 6
P1025,Serial Communication Problem with Device 8 Serial Communication Problem with Device 8
P1026,PZM Loss of Serial Data PZM Loss of Serial Data
P1027,IPM Loss of Serial Data IPM Loss of Serial Data
P1028,Engine Oil Level Switch Circuit Engine Oil Level Switch Circuit
P1029,Low Coolant Circuit Low Coolant Circuit
P1030,Cylinder Select Cylinder Select
P1031,Customer Snapshot Request Data Available Customer Snapshot Request Data
P1032,Theft Deterrent Fuel Enable Signal Not Received Theft Deterrent Fuel
P1033,ECT Pull-Up Resistor ECT Pull-Up Resistor
P1034,Theft Deterrent Mode Active Theft Deterrent
P1035,Theft Deterrent Fuel Disable Signal Received Theft Deterrent
P1036,Ignition 1 Switch Circuit Ignition 1 Switch Circuit
P1037,PCM Stack Overflow PCM Stack Overflow
P1038,Generator F Terminal Circuit Generator F Terminal Circuit
P1039,5 Volt Reference 2 Circuit 5 Volt Reference 2 Circuit
P1040,Driver 1 Input High Voltage Driver 1 Input High Voltage
P1041,Vehicle Speed Output Circuit Vehicle Speed Output Circuit
P1042,Traction Control Delivered Torque Output Circuit Traction Control Delivered Torque
P1043,Driver 1 Line 7 Driver 1 Line 7
P1044,Fan 1 Relay Control Circuit Fan 1 Relay Control Circuit
P1045,Cruise Control Inhibiting Output Circuit Cruise Control Inhibiting Output
P1046,Driver 2 Line 6 Driver 2 Line 6
P1047,Cooling Fan Control Circuits Cooling Fan Control Circuits
P1048,Oil Life Lamp Control Circuit Oil Life Lamp Control Circuit
P1049,Driver 3 Line 5 Driver 3 Line 5
P1050,ABS Unit Expected ABS Unit Expected
P1051,Driver 4 Line 1 Driver 4 Line 1
P1052,Low Engine Oil Level Lamp Control Circuit Low Engine Oil Level Lamp
P1053,Engine Hot Lamp Control Circuit Engine Hot Lamp Control Circuit
P1054,Speedometer Control Circuit Speedometer Control Circuit
P1055,Driver 5 ECU Failure Driver 5 ECU Failure
P1056,Driver 5 Line 1 Driver 5 Line 1
P1057,Driver 5 Line 2 Driver 5 Line 2
P1058,Driver 5 Line 7 Driver 5 Line 7
P1059,Delivered Torque Circuit Failure Delivered Torque Circuit Failure
P1060,Coolant Gauge Circuit Low Voltage Coolant Gauge Circuit Low Voltage
P1061,Remote Keyless Entry Circuit Low Remote Keyless Entry Circuit Low
P1062,Transmission Control Module TCM Requested MIL Illumination Transmission Control Module TCM
P1063,Transmission MIL Request Circuit Transmission MIL Request Circuit
P1064,Incorrect Shifting Detected TCM Incorrect Shifting Detected TCM
P1065,TCM Supply Voltage Interrupted TCM Supply Voltage Interrupted
P1066,Engine Torque Delivered to TCM Signal Engine Torque Delivered to TCM
P1067,Engine Torque Signal Circuit Engine Torque Signal Circuit
P1068,Transmission Control Module Checksum Transmission Control Module Checksum
P1069,Throttle Pedal Position Signal 2000 Throttle Pedal Position Signal 2000
P1070,Wheel Speed Signal 2000 Wheel Speed Signal 2000
P1071,Performance Selector Switch Failure Performance Selector Switch Failure
P1072,TFP Valve Position Switch Circuit TFP Valve Position Switch Circuit
P1073,Torque Control Torque Control
P1074,TFP Valve Position Switch Reverse with Drive Ratio TFP Valve Position Switch Reverse
P1075,TFP Valve Position Switch Drive without Drive Ratio TFP Valve Position Switch Drive
P1076,Internal Mode Switch No Start Wrong Range Internal Mode Switch No Start
P1077,Internal Mode Switch Circuit B High Internal Mode Switch Circuit B High
P1078,Internal Mode Switch Circuit C High Internal Mode Switch Circuit C High
P1079,Torque Converter Clutch TCC Solenoid Circuit High Voltage Torque Converter Clutch TCC
P1080,KickDown Switch Circuit KickDown Switch Circuit
P1081,KickDown Switch Failed Open KickDown Switch Failed Open
P1082,1-2 Shift Solenoid Circuit Low Voltage 1-2 Shift Solenoid Circuit Low
P1083,1-2 Shift Solenoid Circuit High Voltage 1-2 Shift Solenoid Circuit High
P1084,Torque Reduction Signal Circuit Requested by TCM Torque Reduction Signal Circuit
P1085,2-3 Shift Solenoid Circuit Low Voltage 2-3 Shift Solenoid Circuit Low
P1086,2-3 Shift Solenoid Circuit High Voltage 2-3 Shift Solenoid Circuit High
P1087,Brake Band Apply Solenoid Performance Brake Band Apply Solenoid
P1088,Brake Band Apply Solenoid Low Voltage Brake Band Apply Solenoid Low
P1089,Brake Band Apply Solenoid High Voltage Brake Band Apply Solenoid High
P1090,Torque Converter Clutch Circuit Torque Converter Clutch Circuit
P1091,Transmission Fluid Life Transmission Fluid Life
P1092,TCC Stator Temp Switch Circuit Low TCC Stator Temp Switch Circuit Low
P1093,4WD Low Switch Circuit Electrical 4WD Low Switch Circuit Electrical
P1094,Throttle Position Signal Input Throttle Position Signal Input
P1095,Throttle Position Sensor PWM Signal High Throttle Position Sensor PWM Signal
P1096,Engine Torque Signal High Voltage Engine Torque Signal High Voltage
P1097,Intake Manifold Runner Control IMRC Solenoid Control Circuit Intake Manifold Runner Control
P1098,Intake Manifold Runner Control IMRC Solenoid Control Circuit Low Voltage Intake Manifold Runner Control
P1099,Intake Manifold Runner Control IMRC Solenoid Control Circuit High Voltage Intake Manifold Runner Control
P1100,Fuel Level Sensor 2 Circuit Low Voltage Fuel Level Sensor 2 Circuit Low
P1101,Fuel Level Sensor 2 Circuit High Voltage Fuel Level Sensor 2 Circuit High
P1102,Post Catalyst Fuel Trim System Low Limit Post Catalyst Fuel Trim System
P1103,Throttle Actuator Control TAC Motor Control Circuit Throttle Actuator Control TAC
P1104,Control Module Throttle Actuator Position Performance Control Module Throttle Actuator
P1105,Throttle Actuator Control TAC Module Internal Circuit Throttle Actuator Control TAC
P1106,Throttle Actuator Control TAC Module Performance Throttle Actuator Control TAC
P1107,Accelerator Pedal Position APP Sensor 1 Circuit High Voltage Accelerator Pedal Position APP
P1108,Accelerator Pedal Position APP Sensor 2 Circuit Low Voltage Accelerator Pedal Position APP
P1109,Accelerator Pedal Position APP Sensor 2 Circuit High Voltage Accelerator Pedal Position APP
P1110,Throttle Position TP Sensor 1-2 Correlation Throttle Position TP Sensor 1-2
P1111,Generator L Terminal Circuit High Voltage Generator L Terminal Circuit High
P1112,ECU Failure ECU Failure
P1113,Open or TCC PWM Solenoid Valve Circuit Short to Ground Open or TCC PWM Solenoid Valve
P1114,Heated Oxygen Sensor HO2S Heater Current Monitor Control Circuit Banks 1 and 2 Sensor 1 Heated Oxygen Sensor HO2S
P1115,Heated Oxygen Sensor HO2S Heated Oxygen Sensor HO2S
P1116,MAF MAP EGR Actual Measured Air Flow and TP Calculated Air Flow Not Within Range MAF MAP EGR Actual Measured Air Flow
P1117,Manifold Absolute Pressure MAP Sensor Circuit Intermittent High Voltage Manifold Absolute Pressure MAP
P1118,MAP Sensor Comparison Too High Baro MAP Sensor Comparison
P1119,Intake Air Temperature IAT Sensor Circuit Intermittent Low Voltage Intake Air Temperature IAT
P1120,Intake Resonance Switchover Solenoid Control Circuit Intake Resonance Switchover Solenoid
P1121,Engine Coolant Temperature ECT Sensor Circuit Intermittent High Voltage Engine Coolant Temperature ECT
P1122,Engine Coolant Temp Signal Out of Range Low Engine Coolant Temp Signal
P1123,Throttle Position TP Sensor 1 Circuit Throttle Position TP Sensor 1
P1124,Throttle Position TP Sensor Circuit Intermittent Low Voltage Throttle Position TP Sensor
P1125,Heated Oxygen Sensor HO2S Circuit Low Variance Bank 1 Sensor 1 Heated Oxygen Sensor HO2S
P1126,Heated Oxygen Sensor HO2S Insufficient Switching Bank 1 Sensor 1 Heated Oxygen Sensor HO2S
P1127,Heated Oxygen Sensor HO2S Lean Sensor 1 Bank 1 Mean Heated Oxygen Sensor HO2S
P1128,Heated Oxygen Sensor HO2S Rich Sensor 1 Bank 1 Mean Heated Oxygen Sensor HO2S
P1129,Heated Oxygen Sensor HO2S Bank 1 Sensor 2 Rich or High Voltage Heated Oxygen Sensor HO2S
P1130,Heated Oxygen Sensor HO2S Transition Time Ratio Bank 1 Sensor 2 Heated Oxygen Sensor HO2S
P1131,Heated Oxygen Sensor HO2S Bank 1 Sensor 3 Rich or High Voltage Heated Oxygen Sensor HO2S
P1132,Heated Oxygen Sensor HO2S Cross Counts Bank 1 Sensor 3 Heated Oxygen Sensor HO2S
P1133,Heated Oxygen Sensor HO2S Transition Time Ratio Bank 2 Sensor 1 Heated Oxygen Sensor HO2S
P1134,Heated Oxygen Sensor HO2S Lean Bank 2 Sensor 1 Mean Heated Oxygen Sensor HO2S
P1135,Heated Oxygen Sensor HO2S Rich Bank 2 Sensor 1 Mean Heated Oxygen Sensor HO2S
P1136,Heated Oxygen Sensor HO2S Bank 2 Sensor 2 Rich or High Voltage Heated Oxygen Sensor HO2S
P1137,Heated Oxygen Sensor HO2S Cross Counts Bank 2 Sensor 2 Heated Oxygen Sensor HO2S
P1138,Heated Oxygen Sensor HO2S Bank 2 Sensor 3 Lean System or Low Voltage Heated Oxygen Sensor HO2S
P1139,Heated Oxygen Sensor HO2S Bank 2 Sensor 3 Rich or High Voltage Heated Oxygen Sensor HO2S
P1140,Heated Oxygen Sensor HO2S Cross Counts Bank 2 Sensor 3 Heated Oxygen Sensor HO2S
P1141,Bank Fuel Trim Offset Bank Fuel Trim Offset
P1142,Engine Oil Temperature Circuit Engine Oil Temperature Circuit
P1143,EOT Circuit Performance EOT Circuit Performance
P1144,EOT Sensor Circuit High Voltage EOT Sensor Circuit High Voltage
P1145,Engine Oil Pressure EOP Switch Circuit Engine Oil Pressure EOP Switch
P1146,Injector Control Circuit Injector Control Circuit
P1147,Mass Air Flow Circuit Intermittent High Mass Air Flow Circuit
P1148,Mass Air Flow Circuit Intermittent Low Mass Air Flow Circuit
P1149,Injection Pump Calibration Circuit Injection Pump Calibration Circuit
P1150,Fuel Pump Secondary Circuit Low Fuel Pump Secondary Circuit
P1151,Supercharger System Overboost Supercharger System
P1152,Last Test Failed SCC ENTER More Information Last Test Failed
P1153,Accelerator Pedal Position Sensor 2 Accelerator Pedal Position Sensor
P1154,Accelerator Pedal Position Sensor 1 Accelerator Pedal Position Sensor
P1155,Injectors Faulty Wiring Injectors Faulty Wiring
P1156,Accelerator Pedal Position APP Sensor 1 Circuit Accelerator Pedal Position
P1157,Accelerator Pedal Position Sensor 1 Circuit Low Voltage Accelerator Pedal Position Sensor
P1158,Accelerator Pedal Position Sensor 1 Circuit High Voltage Accelerator Pedal Position Sensor
P1159,Accelerator Pedal Position APP Sensor 2 Circuit Accelerator Pedal Position
P1160,Accelerator Pedal Position Sensor 2 Circuit Performance Accelerator Pedal Position Sensor
P1161,Accelerator Pedal Position Sensor 2 Circuit Low Voltage Accelerator Pedal Position Sensor
P1162,Accelerator Pedal Position Sensor 2 Circuit High Voltage Accelerator Pedal Position Sensor
P1163,Accelerator Pedal Position Sensor 3 Circuit Accelerator Pedal Position Sensor
P1164,Accelerator Pedal Position Sensor 3 Circuit Low Voltage Accelerator Pedal Position Sensor
P1165,Ignitor Circuit Ignitor Circuit
P1166,Ignition Coil 2 Primary Feedback Circuit Ignition Coil 2 Primary
P1167,EI System or Ignition Control Extra or Missing EI System or Ignition Control
P1168,Crank RPM Too Low Crank RPM Too Low
P1169,CKP Circuit CKP Circuit
P1170,BM Output High Pulse Detected When GND Cyl 2 BM Output High Pulse Detected
P1171,BM Output High Pulse Detected When GND Cyl 3 BM Output High Pulse Detected
P1172,BM Output High Pulse Detected When GND Cyl 5 BM Output High Pulse Detected
P1173,BM Output High Pulse Detected When GND Cyl 8 BM Output High Pulse Detected
P1174,Ignition Coil Group 1 Control Circuit Ignition Coil Group 1 Control
P1175,Ignition Coil Control Circuit Low Voltage Ignition Coil Control Circuit
P1176,BM Cylinder 2 Not Activated After Transition BM Cylinder 2 Not Activated
P1177,BM Cylinder 4 Not Activated After Transition BM Cylinder 4 Not Activated
P1178,BM Cylinder 6 Not Activated After Transition BM Cylinder 6 Not Activated
P1179,BM 4X Reference Circuit Too Many Pulses BM 4X Reference Circuit Too Many
P1180,Crankshaft Position CKP Sensor AB Correlation Crankshaft Position CKP Sensor AB
P1181,BM 24X Reference Circuit High Voltage BM 24X Reference Circuit High
P1182,BM Cam Pulse to 4X Reference Pulse BM Cam Pulse to 4X Reference
P1183,Misfire Detected Rough Road Data Unusable Misfire Detected Rough Road
P1184,Wheel Speed Sensor 1 G Sensor Circuit Performance Wheel Speed Sensor 1 G
P1185,Wheel Speed Sensor 1 G Sensor Circuit Low Voltage Wheel Speed Sensor 1 G
P1186,Wheel Speed Sensor 1 G Sensor Circuit Intermittent Wheel Speed Sensor 1 G
P1187,Wheel Speed Sensor 2 G Sensor Circuit Performance Wheel Speed Sensor 2 G
P1188,Wheel Speed Sensor 2 G Sensor Circuit Low Voltage Wheel Speed Sensor 2 G
P1189,Wheel Speed Sensor 2 G Sensor Circuit High Voltage Wheel Speed Sensor 2 G
P1190,Exhaust Gas Recirculation System Valve 1 Exhaust Gas Recirculation System
P1191,Exhaust Gas Recirculation EGR Closed Position Performance Exhaust Gas Recirculation EGR
P1192,Exhaust Gas Recirculation System Valve 3 Exhaust Gas Recirculation System
P1193,EGR Air Intrusion Exhaust Supply in EGR Valve EGR Air Intrusion Exhaust Supply
P1194,Intake Manifold Pressure Sensor Circuit Intake Manifold Pressure Sensor
P1195,EGR Vacuum System Leak EGR Vacuum System Leak
P1196,Fuel Tank Pressure System Fuel Tank Pressure System
P1197,Intake Air Low Pressure Switch Circuit High Voltage Intake Air Low Pressure
P1198,Intake Air High Pressure Switch Circuit High Voltage Intake Air High Pressure
P1199,Fuel Level Sensor 2 Circuit Performance Fuel Level Sensor 2 Circuit
P1200,Fuel Level Sensor 2 Circuit Low Voltage Fuel Level Sensor 2 Circuit
P1201,Evaporative Emission EVAP System Flow During Non-Purge Evaporative Emission EVAP System
P1202,EVAP Vacuum Switch High Voltage During IGN On EVAP Vacuum Switch High Voltage
P1203,Barometric Pressure Sensor Performance Barometric Pressure Sensor
P1204,Cooling Fan Control System Cooling Fan Control System
P1205,Cooling Fan 1 Control Circuit High Cooling Fan 1 Control Circuit
